age_group,education,gender,nationality,electoral_district,unit,N
45-54,Basic education,Male,Other,Pärnumaa,Pärnumaa,38
45-54,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,33
45-54,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,6
45-54,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,18
45-54,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,4
45-54,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3
45-54,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1
45-54,Secondary education,Male,Other,Tartu linn,Tartu linn,365
45-54,Higher education,Male,Other,Tartu linn,Tartu linn,85
45-54,Basic education,Male,Other,Tartu linn,Tartu linn,87
45-54,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,151
45-54,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,29
45-54,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,49
45-54,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,84
45-54,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,12
45-54,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,21
45-54,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,47
45-54,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,8
45-54,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,27
45-54,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,47
45-54,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,14
45-54,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,9
45-54,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,645
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,946
45-54,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,59
45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,890
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,2145
45-54,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,63
45-54,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,604
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,985
45-54,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,42
45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,959
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,687
45-54,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,97
45-54,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1185
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1244
45-54,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,112
45-54,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,748
45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,1426
45-54,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,47
45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,311
45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,717
45-54,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,7
45-54,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,912
45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1158
45-54,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,94
45-54,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,4240
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,4668
45-54,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,558
45-54,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,345
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,175
45-54,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,76
45-54,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,834
45-54,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,614
45-54,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,95
45-54,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,980
45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,428
45-54,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,241
45-54,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1010
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,465
45-54,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,269
45-54,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,626
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,391
45-54,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,159
45-54,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1813
45-54,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1010
45-54,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,492
45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,893
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,389
45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,179
45-54,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,2980
45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,1588
45-54,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,511
45-54,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1114
45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,654
45-54,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,271
45-54,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1280
45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,576
45-54,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,218
45-54,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2061
45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,2862
45-54,Basic education,Female,Estonian,Tartu linn,Tartu linn,299
45-54,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1807
45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1358
45-54,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,366
45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,873
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,444
45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,173
45-54,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1580
45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,814
45-54,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,397
45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1277
45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,622
45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,212
45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,527
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,467
45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,28
45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,214
45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,273
45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,7
45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,164
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,161
45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,7
45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1471
45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1042
45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,85
45-54,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,555
45-54,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,417
45-54,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,33
45-54,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,96
45-54,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,93
45-54,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,6
45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,71
45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,133
45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,1
45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,557
45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,316
45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,45
45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,765
45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,501
45-54,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,61
45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
45-54,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,1853
45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1355
45-54,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,91
45-54,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,91
45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,19
45-54,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,12
45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,43
45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,11
45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,16
45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,56
45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,8
45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,10
45-54,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,193
45-54,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,60
45-54,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,33
45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,36
45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,5
45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,6
45-54,Secondary education,Female,Other,Pärnumaa,Pärnumaa,225
45-54,Higher education,Female,Other,Pärnumaa,Pärnumaa,83
45-54,Basic education,Female,Other,Pärnumaa,Pärnumaa,27
45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,65
45-54,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,18
45-54,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,14
45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,4
45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,8
45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3
45-54,Secondary education,Female,Other,Tartu linn,Tartu linn,442
45-54,Higher education,Female,Other,Tartu linn,Tartu linn,216
45-54,Basic education,Female,Other,Tartu linn,Tartu linn,51
45-54,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,152
45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,67
45-54,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,36
45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,126
45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,37
45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,16
45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,58
45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,5
45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,15
45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,52
45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,20
45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,8
55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,451
55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,415
55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,29
55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,677
55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,799
55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,48
55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,507
55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,363
55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,31
55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,818
55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,334
55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,84
55-64,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,876
55-64,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,444
55-64,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,88
55-64,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,743
55-64,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,749
55-64,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,75
55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,261
55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,321
55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,16
55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,716
55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,353
55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,83
55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,3802
55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1828
55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,610
55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,401
55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,86
55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,131
55-64,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,1204
55-64,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,230
55-64,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,164
55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1143
55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,216
55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,320
55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,1358
55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,234
55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,321
55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,730
55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,179
55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,208
55-64,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,2232
55-64,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,423
55-64,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,543
55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1121
55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,200
55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,262
55-64,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,3248
55-64,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,715
55-64,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,590
55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,1297
55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,278
55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,333
55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1437
55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,349
55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,340
55-64,Secondary education,Male,Estonian,Tartu linn,Tartu linn,1949
55-64,Higher education,Male,Estonian,Tartu linn,Tartu linn,1197
55-64,Basic education,Male,Estonian,Tartu linn,Tartu linn,269
55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1943
55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,634
55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,432
55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1043
55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,212
55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,236
55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1896
55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,385
55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,409
55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1741
55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,266
55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,282
55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,253
55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,211
55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,11
55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,129
55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,179
55-64,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,3
55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,104
55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,59
55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,3
55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,938
55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,471
55-64,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,39
55-64,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,320
55-64,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,175
55-64,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,26
55-64,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,85
55-64,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,46
55-64,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,2
55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,54
55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,105
55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,394
55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,174
55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,20
55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,586
55-64,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,291
55-64,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,46
55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,5
55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,4
55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,1313
55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,548
55-64,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,89
55-64,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,126
55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,16
55-64,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,22
55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,63
55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,5
55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,5
55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,53
55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,13
55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,8
55-64,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,196
55-64,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,35
55-64,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,30
55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,48
55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,12
55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,13
55-64,Secondary education,Male,Other,Pärnumaa,Pärnumaa,253
55-64,Higher education,Male,Other,Pärnumaa,Pärnumaa,47
55-64,Basic education,Male,Other,Pärnumaa,Pärnumaa,26
55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,59
55-64,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,13
55-64,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,12
55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,14
55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1
55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3
55-64,Secondary education,Male,Other,Tartu linn,Tartu linn,332
55-64,Higher education,Male,Other,Tartu linn,Tartu linn,124
55-64,Basic education,Male,Other,Tartu linn,Tartu linn,47
55-64,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,184
55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,43
55-64,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,56
55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,78
55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,13
55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,15
55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,68
55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,12
55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,16
55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,73
55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,11
55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,11
55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,573
55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,596
55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,22
55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,788
55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1184
55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,46
55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,560
55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,613
55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,36
55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1251
55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,692
55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,76
55-64,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1063
