date,methods,wave,age,age_group,education,gender,nationality,municipality,electoral_district,citizen,voting_intent
2023-02-02 16:01:00,Cati,22,76.0,75+,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-02 16:03:00,Cati,22,59.0,55-64,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-02 16:13:00,Cati,22,74.0,65-74,Secondary education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-02-02 16:13:00,Cati,22,71.0,65-74,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,True,No
2023-02-02 16:17:00,Cati,22,47.0,45-54,Higher education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-02 16:25:00,Cati,22,32.0,25-34,Higher education,Male,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-02 16:34:00,Cati,22,59.0,55-64,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-02 16:39:00,Cati,22,51.0,45-54,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-02 16:52:00,Cati,22,69.0,65-74,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,No
2023-02-02 16:44:00,Cati,22,26.0,25-34,Higher education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-02 16:48:00,Cati,22,43.0,35-44,Secondary education,Male,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-02 16:57:00,Cati,22,63.0,55-64,Higher education,Male,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-02 17:08:00,Cati,22,61.0,55-64,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,False,Yes
2023-02-02 17:09:00,Cati,22,32.0,25-34,Higher education,Male,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-02 17:12:00,Cati,22,54.0,45-54,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,True,No
2023-02-02 17:25:00,Cati,22,57.0,55-64,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-02 17:31:00,Cati,22,33.0,25-34,Basic education,Male,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-02-02 17:29:00,Cati,22,37.0,35-44,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-02 17:51:00,Cati,22,36.0,35-44,Secondary education,Male,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-02 18:07:00,Cati,22,60.0,55-64,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-02 18:00:00,Cati,22,24.0,16-24,Higher education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-02 18:18:00,Cati,22,72.0,65-74,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-02 18:27:00,Cati,22,60.0,55-64,Secondary education,Male,Estonian,Pirita,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-02 18:24:00,Cati,22,51.0,45-54,Secondary education,Male,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-02 18:39:00,Cati,22,52.0,45-54,Secondary education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-02 18:46:00,Cati,22,86.0,75+,Higher education,Female,Other,Mustamäe,Mustamäe ja Nõmme,False,No
2023-02-02 19:12:00,Cati,22,56.0,55-64,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-02-02 18:58:00,Cati,22,31.0,25-34,Higher education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-02-02 19:08:00,Cati,22,43.0,35-44,Higher education,Male,Other,Tartu linn,Tartu linn,False,No
2023-02-02 19:23:00,Cati,22,45.0,45-54,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-02 19:31:00,Cati,22,36.0,35-44,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,False,No
2023-02-02 19:42:00,Cati,22,60.0,55-64,Higher education,Female,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-02 19:54:00,Cati,22,44.0,35-44,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 09:13:00,Cati,22,61.0,55-64,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 09:21:00,Cati,22,34.0,25-34,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 09:40:00,Cati,22,62.0,55-64,Secondary education,Male,Other,Harjumaa,Harju- ja Raplamaa,False,No
2023-02-03 10:06:00,Cati,22,42.0,35-44,Secondary education,Male,Other,Nõmme,Mustamäe ja Nõmme,False,No
2023-02-03 10:16:00,Cati,22,84.0,75+,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-02-03 10:20:00,Cati,22,57.0,55-64,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,No
2023-02-03 10:20:00,Cati,22,56.0,55-64,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-03 10:23:00,Cati,22,34.0,25-34,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 10:29:00,Cati,22,52.0,45-54,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,No opinion
2023-02-03 10:27:00,Cati,22,42.0,35-44,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 10:36:00,Cati,22,55.0,55-64,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 10:44:00,Cati,22,70.0,65-74,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 10:41:00,Cati,22,69.0,65-74,Secondary education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 10:37:00,Cati,22,56.0,55-64,Secondary education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 10:39:00,Cati,22,58.0,55-64,Secondary education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 10:43:00,Cati,22,43.0,35-44,Higher education,Male,Other,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 10:42:00,Cati,22,57.0,55-64,Secondary education,Female,Estonian,Hiiumaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-03 10:45:00,Cati,22,38.0,35-44,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 10:45:00,Cati,22,54.0,45-54,Higher education,Female,Other,Tartu linn,Tartu linn,False,No
2023-02-03 10:50:00,Cati,22,72.0,65-74,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 10:56:00,Cati,22,66.0,65-74,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 10:53:00,Cati,22,37.0,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 11:01:00,Cati,22,83.0,75+,Secondary education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 10:56:00,Cati,22,63.0,55-64,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 10:58:00,Cati,22,24.0,16-24,Secondary education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,No opinion
2023-02-03 10:58:00,Cati,22,53.0,45-54,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,No opinion
2023-02-03 11:07:00,Cati,22,83.0,75+,Basic education,Female,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 11:09:00,Cati,22,73.0,65-74,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,No opinion
2023-02-03 11:11:00,Cati,22,65.0,65-74,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,No opinion
2023-02-03 11:08:00,Cati,22,53.0,45-54,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 11:09:00,Cati,22,52.0,45-54,Secondary education,Female,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 11:17:00,Cati,22,81.0,75+,Higher education,Male,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 11:17:00,Cati,22,49.0,45-54,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-03 11:15:00,Cati,22,59.0,55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 11:17:00,Cati,22,32.0,25-34,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,True,No
2023-02-03 11:21:00,Cati,22,57.0,55-64,Secondary education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 11:27:00,Cati,22,50.0,45-54,Secondary education,Male,Other,Mustamäe,Mustamäe ja Nõmme,False,No
2023-02-03 11:24:00,Cati,22,43.0,35-44,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 11:25:00,Cati,22,63.0,55-64,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 11:33:00,Cati,22,81.0,75+,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 11:36:00,Cati,22,32.0,25-34,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 11:36:00,Cati,22,44.0,35-44,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-03 11:37:00,Cati,22,38.0,35-44,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 11:39:00,Cati,22,38.0,35-44,Secondary education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 11:43:00,Cati,22,52.0,45-54,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 11:48:00,Cati,22,33.0,25-34,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 11:44:00,Cati,22,37.0,35-44,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 11:42:00,Cati,22,32.0,25-34,Higher education,Male,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-03 11:49:00,Cati,22,69.0,65-74,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 11:49:00,Cati,22,54.0,45-54,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 11:48:00,Cati,22,47.0,45-54,Higher education,Female,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-03 11:52:00,Cati,22,77.0,75+,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 11:54:00,Cati,22,58.0,55-64,Higher education,Male,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 12:01:00,Cati,22,40.0,35-44,Basic education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 12:01:00,Cati,22,40.0,35-44,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 12:03:00,Cati,22,18.0,16-24,Basic education,Male,Other,Tartu linn,Tartu linn,True,Yes
2023-02-03 16:11:00,Cati,22,79.0,75+,Higher education,Female,Other,Tartu linn,Tartu linn,True,Yes
2023-02-03 12:09:00,Cati,22,43.0,35-44,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 12:09:00,Cati,22,75.0,75+,Secondary education,Female,Estonian,Järvamaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 12:08:00,Cati,22,57.0,55-64,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 12:13:00,Cati,22,29.0,25-34,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 12:16:00,Cati,22,39.0,35-44,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,False,Yes
2023-02-03 12:13:00,Cati,22,56.0,55-64,Secondary education,Male,Estonian,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-02-03 12:14:00,Cati,22,43.0,35-44,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 12:34:00,Cati,22,40.0,35-44,Higher education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 12:37:00,Cati,22,68.0,65-74,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 12:36:00,Cati,22,56.0,55-64,Higher education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-03 12:37:00,Cati,22,61.0,55-64,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 12:37:00,Cati,22,51.0,45-54,Secondary education,Male,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 12:45:00,Cati,22,43.0,35-44,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 12:52:00,Cati,22,20.0,16-24,Basic education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,Yes
2023-02-03 12:48:00,Cati,22,63.0,55-64,Secondary education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 12:47:00,Cati,22,71.0,65-74,Higher education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 12:49:00,Cati,22,58.0,55-64,Secondary education,Female,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-03 12:48:00,Cati,22,23.0,16-24,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 13:01:00,Cati,22,41.0,35-44,Secondary education,Male,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 13:04:00,Cati,22,86.0,75+,Basic education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-02-03 13:06:00,Cati,22,60.0,55-64,Higher education,Male,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-03 13:09:00,Cati,22,45.0,45-54,Secondary education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,No
2023-02-03 13:07:00,Cati,22,35.0,35-44,Higher education,Female,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 13:07:00,Cati,22,35.0,35-44,Higher education,Male,Other,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 13:15:00,Cati,22,61.0,55-64,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-03 13:14:00,Cati,22,74.0,65-74,Secondary education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 13:19:00,Cati,22,75.0,75+,Basic education,Female,Other,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-03 13:16:00,Cati,22,37.0,35-44,Higher education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 13:25:00,Cati,22,72.0,65-74,Secondary education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 13:24:00,Cati,22,20.0,16-24,Secondary education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 13:28:00,Cati,22,63.0,55-64,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,No opinion
2023-02-03 13:30:00,Cati,22,74.0,65-74,Higher education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 13:40:00,Cati,22,79.0,75+,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-03 13:40:00,Cati,22,43.0,35-44,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 13:40:00,Cati,22,79.0,75+,Higher education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 13:37:00,Cati,22,28.0,25-34,Secondary education,Male,Estonian,Põlvamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 13:40:00,Cati,22,70.0,65-74,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 13:42:00,Cati,22,41.0,35-44,Higher education,Male,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 13:47:00,Cati,22,21.0,16-24,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 13:45:00,Cati,22,32.0,25-34,Higher education,Male,Estonian,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-03 13:49:00,Cati,22,52.0,45-54,Secondary education,Male,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 13:48:00,Cati,22,33.0,25-34,Secondary education,Male,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 13:51:00,Cati,22,72.0,65-74,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 13:51:00,Cati,22,70.0,65-74,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 14:02:00,Cati,22,67.0,65-74,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 13:57:00,Cati,22,24.0,16-24,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 14:04:00,Cati,22,42.0,35-44,Secondary education,Female,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,No
2023-02-03 14:07:00,Cati,22,18.0,16-24,Basic education,Female,Other,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 14:10:00,Cati,22,53.0,45-54,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 14:13:00,Cati,22,22.0,16-24,Secondary education,Female,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,No
2023-02-03 17:23:00,Cati,22,85.0,75+,Secondary education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 14:15:00,Cati,22,29.0,25-34,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 14:14:00,Cati,22,55.0,55-64,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 14:26:00,Cati,22,66.0,65-74,Secondary education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 14:22:00,Cati,22,65.0,65-74,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 14:18:00,Cati,22,52.0,45-54,Higher education,Male,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-03 14:24:00,Cati,22,73.0,65-74,Secondary education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 14:19:00,Cati,22,64.0,55-64,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 14:30:00,Cati,22,62.0,55-64,Higher education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-02-03 14:41:00,Cati,22,65.0,65-74,Higher education,Female,Estonian,Jõgevamaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 14:39:00,Cati,22,32.0,25-34,Higher education,Female,Other,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-03 14:40:00,Cati,22,54.0,45-54,Secondary education,Female,Estonian,Raplamaa,Harju- ja Raplamaa,True,Yes
2023-02-03 14:39:00,Cati,22,27.0,25-34,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 14:44:00,Cati,22,38.0,35-44,Higher education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 14:50:00,Cati,22,30.0,25-34,Secondary education,Male,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-03 14:49:00,Cati,22,65.0,65-74,Higher education,Female,Estonian,Kristiine,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 14:54:00,Cati,22,89.0,75+,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 14:56:00,Cati,22,82.0,75+,Basic education,Female,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 14:53:00,Cati,22,53.0,45-54,Higher education,Female,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 15:04:00,Cati,22,73.0,65-74,Higher education,Female,Estonian,Tartu linn,Tartu linn,True,Yes
2023-02-03 14:53:00,Cati,22,46.0,45-54,Higher education,Female,Other,Mustamäe,Mustamäe ja Nõmme,True,Yes
2023-02-03 14:51:00,Cati,22,48.0,45-54,Secondary education,Male,Estonian,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 14:58:00,Cati,22,81.0,75+,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 14:57:00,Cati,22,52.0,45-54,Secondary education,Female,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 14:59:00,Cati,22,62.0,55-64,Higher education,Female,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-03 15:07:00,Cati,22,56.0,55-64,Higher education,Female,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-03 15:06:00,Cati,22,46.0,45-54,Higher education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 15:11:00,Cati,22,37.0,35-44,Secondary education,Male,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,No
2023-02-03 15:11:00,Cati,22,67.0,65-74,Secondary education,Male,Estonian,Tartumaa,Jõgeva- ja Tartumaa,True,Yes
2023-02-03 15:14:00,Cati,22,66.0,65-74,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,True,Yes
2023-02-03 15:26:00,Cati,22,41.0,35-44,Secondary education,Female,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 15:22:00,Cati,22,75.0,75+,Higher education,Female,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-03 15:20:00,Cati,22,30.0,25-34,Higher education,Male,Estonian,Nõmme,Mustamäe ja Nõmme,True,Yes
2023-02-03 15:23:00,Cati,22,43.0,35-44,Higher education,Female,Estonian,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Yes
2023-02-03 15:24:00,Cati,22,31.0,25-34,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,True,Yes
2023-02-03 15:25:00,Cati,22,60.0,55-64,Secondary education,Male,Estonian,Valgamaa,"Võru-, Valga- ja Põlvamaa",True,No opinion
2023-02-03 15:24:00,Cati,22,40.0,35-44,Higher education,Male,Other,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-02-03 15:31:00,Cati,22,59.0,55-64,Secondary education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,No
2023-02-03 15:36:00,Cati,22,20.0,16-24,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,True,No
2023-02-03 15:38:00,Cati,22,43.0,35-44,Secondary education,Male,Other,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,Yes
2023-02-03 15:36:00,Cati,22,53.0,45-54,Secondary education,Female,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 15:44:00,Cati,22,56.0,55-64,Secondary education,Male,Other,Kesklinn,"Kesklinn, Lasnamäe ja Pirita",False,Yes
2023-02-03 15:52:00,Cati,22,35.0,35-44,Secondary education,Male,Estonian,Lasnamäe,"Kesklinn, Lasnamäe ja Pirita",True,Yes
2023-02-03 15:51:00,Cati,22,39.0,35-44,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,True,Yes
2023-02-03 15:55:00,Cati,22,59.0,55-64,Basic education,Female,Estonian,Võrumaa,"Võru-, Valga- ja Põlvamaa",True,No
2023-02-03 15:51:00,Cati,22,27.0,25-34,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 15:58:00,Cati,22,60.0,55-64,Secondary education,Male,Other,Haabersti,"Haabersti, Põhja-Tallinn ja Kristiine",False,Yes
2023-02-03 15:56:00,Cati,22,49.0,45-54,Higher education,Female,Estonian,Läänemaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-03 15:56:00,Cati,22,28.0,25-34,Higher education,Male,Estonian,Viljandimaa,Järva- ja Viljandimaa,True,Yes
2023-02-03 16:04:00,Cati,22,52.0,45-54,Higher education,Male,Estonian,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 16:01:00,Cati,22,43.0,35-44,Secondary education,Male,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",False,No
2023-02-03 16:03:00,Cati,22,20.0,16-24,Secondary education,Female,Estonian,Saaremaa,"Hiiu-, Lääne- ja Saaremaa",True,Yes
2023-02-03 16:05:00,Cati,22,48.0,45-54,Higher education,Male,Other,Harjumaa,Harju- ja Raplamaa,True,Yes
2023-02-03 16:05:00,Cati,22,33.0,25-34,Higher education,Female,Other,Põhja-Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,No opinion
